frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
904,797,794,686,897,216,925,243,821,375,994,409,918,223,718,84,738,84,641,91,648,77,711,43,759,70,676,98,704,188,635,188
1451,854,1469,851,1437,860,1415,859,1412,851,1404,857,1425,862,1457,720,1461,707,1468,702,1416,838,1474,743,1469,721,1377,782,1382,821,1396,842
1449,855,1444,848,1420,768,1420,861,1411,852,1404,855,1424,860,1457,721,1460,710,1466,706,1415,837,1471,746,1467,725,1377,787,1379,824,1396,848
1272,859,1272,854,1254,789,1250,856,1241,837,1240,858,1254,859,1280,751,1288,742,1293,735,1258,843,1283,771,1291,753,1218,807,1220,839,1234,856
1267,855,1262,848,1242,781,1239,861,1230,851,1233,855,1242,861,1264,741,1265,731,1208,784,1239,841,1277,760,1274,742,1207,798,1208,824,1222,844
1500,849,1500,848,1486,861,1474,860,1469,837,1463,859,1490,861,1443,767,1443,766,1443,755,1502,759,1509,735,1512,716,1434,776,1449,822,1454,836
